monster	display_name	boss	level	health	mana	actions	draw	preferred_starting_cards	starting_equipment	rule_deck	generated_attack_slots	generated_attack_cards	final_deck	health_source
Titan	Titan	True	8	137	0	1	2		StormBlade,CelestialPlate	Slam,Slam,Slam,StormBlade,StormBlade,Resilience,Resilience,Armor,LightningStrike,LightningStrike,CelestialPlate	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Slam,Slam,Slam,StormBlade,StormBlade,Resilience,Resilience,Armor,LightningStrike,LightningStrike,CelestialPlate,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Titan	Titan	True	9	175	0	1	2		StormBlade,CelestialPlate	Slam,Slam,Slam,StormBlade,StormBlade,Resilience,Resilience,Armor,LightningStrike,LightningStrike,CelestialPlate,LightningStrike,Slam	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Slam,Slam,Slam,StormBlade,StormBlade,Resilience,Resilience,Armor,LightningStrike,LightningStrike,CelestialPlate,LightningStrike,Slam,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Titan	Titan	True	10	212	0	1	2		StormBlade,CelestialPlate	Slam,Slam,Slam,StormBlade,StormBlade,Resilience,Resilience,Armor,LightningStrike,LightningStrike,CelestialPlate,LightningStrike,Slam,LightningStrike,Zap,LightningStrike	20	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	Slam,Slam,Slam,StormBlade,StormBlade,Resilience,Resilience,Armor,LightningStrike,LightningStrike,CelestialPlate,LightningStrike,Slam,LightningStrike,Zap,LightningStrike,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Treant	Treant	False	7	60	0	1	2	HardeningSap,Entangle		HardeningSap,Entangle,Entangle,Stoneskin	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HardeningSap,Entangle,Entangle,Stoneskin,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult, then LevelUpDeck threshold delta
Treant	Treant	False	8	97	0	1	2	HardeningSap,Entangle		HardeningSap,Entangle,Entangle,Stoneskin	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HardeningSap,Entangle,Entangle,Stoneskin,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult, then LevelUpDeck threshold delta
Treant	Treant	False	9	120	0	1	2	HardeningSap,Entangle		HardeningSap,Entangle,Entangle,Stoneskin	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HardeningSap,Entangle,Entangle,Stoneskin,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult, then LevelUpDeck threshold delta
Treant	Treant	False	10	157	0	1	2	HardeningSap,Entangle		HardeningSap,Entangle,Entangle,Stoneskin	20	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	HardeningSap,Entangle,Entangle,Stoneskin,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult, then LevelUpDeck threshold delta
Troll	Troll	False	4	18	0	1	2	Slam		Slam	14	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Slam,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Troll	Troll	False	5	25	0	1	2	Slam		Slam,Slam	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Slam,Slam,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Troll	Troll	False	6	37	0	1	2	Slam		Slam,Slam,Resilience	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	Slam,Slam,Resilience,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Troll	Troll	False	7	50	0	1	2	Slam		Slam,Slam,Resilience	19	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Slam,Slam,Resilience,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Unicorn	Unicorn	True	4	30	0	1	2	Dodge,Gore		Gore,Gore	8	Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Gore,Gore,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Unicorn	Unicorn	True	5	40	0	1	2	Dodge,Gore		Gore,Gore,Evasion,Gore,Gore	10	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Gore,Gore,Evasion,Gore,Gore,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Unicorn	Unicorn	True	6	60	0	1	2	Dodge,Gore		Gore,Gore,Evasion,Gore,Gore	10	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3	Gore,Gore,Evasion,Gore,Gore,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3	HealthValue * health_mult
Unicorn	Unicorn	True	7	80	0	1	2	Dodge,Gore		Gore,Gore,Evasion,Gore,Gore	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Gore,Gore,Evasion,Gore,Gore,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
UssuriHunter	Ussuri Hunter	False	4	15	0	2	3			Claw,Claw,Claw,Shred,Pounce	15	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Claw,Claw,Claw,Shred,Pounce,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
UssuriHunter	Ussuri Hunter	False	5	20	0	2	3			Claw,Claw,Claw,Shred,Pounce,Pounce	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Claw,Claw,Claw,Shred,Pounce,Pounce,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
UssuriHunter	Ussuri Hunter	False	6	30	0	2	3			Claw,Claw,Claw,Shred,Pounce,Pounce,Shred	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	Claw,Claw,Claw,Shred,Pounce,Pounce,Shred,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
UssuriHunter	Ussuri Hunter	False	7	40	0	2	3			Claw,Claw,Claw,Shred,Pounce,Pounce,Shred,Claw	20	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Claw,Claw,Claw,Shred,Pounce,Pounce,Shred,Claw,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
UssuriTracker	Ussuri Tracker	False	1	4	0	2	2	Pounce		Claw,Claw,Claw,Shred,Pounce	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Claw,Claw,Claw,Shred,Pounce,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
UssuriTracker	Ussuri Tracker	False	2	7	0	2	2	Pounce		Claw,Claw,Claw,Shred,Pounce,Claw	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	Claw,Claw,Claw,Shred,Pounce,Claw,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	HealthValue * health_mult
UssuriTracker	Ussuri Tracker	False	3	10	0	2	2	Pounce		Claw,Claw,Claw,Shred,Pounce,Claw,Shred	13	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Claw,Claw,Claw,Shred,Pounce,Claw,Shred,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
UssuriTracker	Ussuri Tracker	False	4	15	0	2	2	Pounce		Claw,Claw,Claw,Shred,Pounce,Claw,Shred,Pounce	13	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Claw,Claw,Claw,Shred,Pounce,Claw,Shred,Pounce,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
UssuriTrickster	Ussuri Ambusher	False	5	20	0	2	2			Claw,Claw,Claw,Shred,Pounce,Claw	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Claw,Claw,Claw,Shred,Pounce,Claw,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
UssuriTrickster	Ussuri Ambusher	False	6	30	0	2	2			Claw,Claw,Claw,Shred,Pounce,Claw,Shred	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	Claw,Claw,Claw,Shred,Pounce,Claw,Shred,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
UssuriTrickster	Ussuri Ambusher	False	7	40	0	2	2			Claw,Claw,Claw,Shred,Pounce,Claw,Shred,Pounce	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Claw,Claw,Claw,Shred,Pounce,Claw,Shred,Pounce,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
UssuriWarQueen	Ussuri War Queen	True	4	30	0	2	3	Pounce		Claw,Claw,Claw,Shred,Pounce	15	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Claw,Claw,Claw,Shred,Pounce,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
UssuriWarQueen	Ussuri War Queen	True	5	40	0	2	3	Pounce		Claw,Claw,Claw,Shred,Pounce	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Claw,Claw,Claw,Shred,Pounce,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
UssuriWarQueen	Ussuri War Queen	True	6	60	0	2	3	Pounce		Claw,Claw,Claw,Shred,Pounce,Claw,Claw	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	Claw,Claw,Claw,Shred,Pounce,Claw,Claw,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
UssuriWarQueen	Ussuri War Queen	True	7	80	0	2	3	Pounce		Claw,Claw,Claw,Shred,Pounce,Claw,Claw,Shred,Pounce	20	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Claw,Claw,Claw,Shred,Pounce,Claw,Claw,Shred,Pounce,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Vampire	Vampire	True	4	30	10	2	2	Enthrall		VampireBite,VampireBite,VampireBite,VampireBite,VampireBite,Enthrall,Enthrall	8	Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	VampireBite,VampireBite,VampireBite,VampireBite,VampireBite,Enthrall,Enthrall,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Vampire	Vampire	True	5	40	10	2	2	Enthrall		VampireBite2,VampireBite2,VampireBite,VampireBite,VampireBite,Enthrall,Enthrall	10	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	VampireBite2,VampireBite2,VampireBite,VampireBite,VampireBite,Enthrall,Enthrall,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Vampire	Vampire	True	6	60	10	2	2	Enthrall		VampireBite2,VampireBite2,VampireBite2,VampireBite2,VampireBite2,Enthrall,Enthrall	10	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3	VampireBite2,VampireBite2,VampireBite2,VampireBite2,VampireBite2,Enthrall,Enthrall,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3	HealthValue * health_mult
Vampire	Vampire	True	7	80	10	2	2	Enthrall		VampireBite2,VampireBite2,VampireBite2,VampireBite2,VampireBite2,Enthrall,Enthrall,Enthrall	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	VampireBite2,VampireBite2,VampireBite2,VampireBite2,VampireBite2,Enthrall,Enthrall,Enthrall,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
VampireBat	Vampire Bat	False	1	4	0	1	2	VampireBite		VampireBite,VampireBite,VampireBite	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	VampireBite,VampireBite,VampireBite,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
VampireBat	Vampire Bat	False	2	7	0	1	2	VampireBite		VampireBite,VampireBite,VampireBite	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	VampireBite,VampireBite,VampireBite,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	HealthValue * health_mult
VampireBat	Vampire Bat	False	3	10	0	1	2	VampireBite		VampireBite,VampireBite,VampireBite	13	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	VampireBite,VampireBite,VampireBite,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
VampireBat	Vampire Bat	False	4	15	0	1	2	VampireBite		VampireBite,VampireBite,VampireBite	13	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	VampireBite,VampireBite,VampireBite,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Warrior	Warrior	False	1	5	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag	11	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Shield,Hamstring,Gag,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Warrior	Warrior	False	2	8	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag	11	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	Shield,Hamstring,Gag,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	HealthValue * health_mult
Warrior	Warrior	False	3	12	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag,Sword	14	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Shield,Hamstring,Gag,Sword,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Warrior	Warrior	False	4	18	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag,Sword,Hamstring,Crush	14	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Warrior	Warrior	False	5	25	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Warrior	Warrior	False	6	37	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Warrior	Warrior	False	7	50	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor,Overpower,Pierce2	19	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor,Overpower,Pierce2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Warrior	Warrior	False	8	68	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor,Overpower,Pierce2,Scimitars,Pierce2	19	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor,Overpower,Pierce2,Scimitars,Pierce2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Warrior	Warrior	False	9	87	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor,Overpower,Pierce2,Scimitars,Pierce2,SunderingStrike,ShieldBash	19	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor,Overpower,Pierce2,Scimitars,Pierce2,SunderingStrike,ShieldBash,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Warrior	Warrior	False	10	106	0	1	2	Sword,SunderingStrike,Armor	Sword,Scimitars,Shield	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor,Overpower,Pierce2,Scimitars,Pierce2,SunderingStrike,ShieldBash,Pierce3	21	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	Shield,Hamstring,Gag,Sword,Hamstring,Crush,Disorient,Riposte,BattleCry,Armor,Overpower,Pierce2,Scimitars,Pierce2,SunderingStrike,ShieldBash,Pierce3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
WaterElemental	Water Elemental	False	5	20	5	1	2	Suffocate		Suffocate,FrostSlash1,FrostSlash1,FrostSlash1,FrostSlash1,FrostSlash1,FrostBolt,FrostBolt,ManaSurge,ManaSurge	10	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Suffocate,FrostSlash1,FrostSlash1,FrostSlash1,FrostSlash1,FrostSlash1,FrostBolt,FrostBolt,ManaSurge,ManaSurge,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
WaterElemental	Water Elemental	False	6	30	5	1	2	Suffocate		Suffocate,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash1,FrostBolt,FrostBolt,ManaSurge,ManaSurge	10	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3	Suffocate,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash1,FrostBolt,FrostBolt,ManaSurge,ManaSurge,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3	HealthValue * health_mult
WaterElemental	Water Elemental	False	7	40	5	1	2	Suffocate		Suffocate,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash2,FrostBolt,FrostBolt,ManaSurge,ManaSurge,FrostSlash2	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Suffocate,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash2,FrostSlash2,FrostBolt,FrostBolt,ManaSurge,ManaSurge,FrostSlash2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
